Day	Time	Rs	Rn	PAR	Tair	RH	u	SatVapPr	VapPress	Battery	!water
51	700	0.0295	-0.51166	0.09123	20.757	101.9	0.01729	2.4491	2.4955	12.652	0.056
48	900	47.192	30.81	110.27	20.418	101.93	0.1924	2.3983	2.4447	12.665	0.0585
111	750	-0.69274	-12.902	0.52369	12.718	100.82	0.0108	1.4694	1.4814	12.479	0.0735
93	150	-2.2617	-6.5162	-0.01217	18.6	102.27	0.30358	2.142	2.1906	12.535	0.0815
118	0	0.0161	-14.8	-0.01218	16.071	71.744	0.58987	1.8255	1.3096	12.465	0.1495
114	1450	512.06	331.45	1005.2	20.701	56.934	0.35917	2.4422	1.3888	12.468	0.6135
95	500	-0.5934	-11.976	-0.01827	13.05	94.593	0.2378	1.5016	1.4204	12.518	0.0825
107	50	-0.64457	-17.565	-0.08532	8.4953	98.673	0.13866	1.1087	1.094	12.486	0.1065
112	2100	-0.06172	-10.211	-1.3572	15.944	97.617	0.00895	1.8107	1.7675	12.483	0.1025
92	1500	6.9259	8.8898	34.439	19.975	102.43	1.4246	2.3335	2.3903	12.534	0.0825
67	1000	106.02	69.496	223.58	19.951	93.335	0.47406	2.3302	2.1747	12.6	0.4315
42	2200	-0.29764	-0.59533	-0.79665	21.59	101.74	0.62971	2.5776	2.6225	12.678	0.026
118	1100	201.95	127.55	414.4	18.155	79.996	0.84187	2.0832	1.6663	12.456	0.7335
107	1950	-0.07514	-8.5211	-1.0651	15.615	88.519	0.00524	1.7729	1.5694	12.489	0.082
56	50	0.00537	-15.086	-0.02435	15.318	99.692	0.11087	1.7394	1.7341	12.635	0.091
64	750	2.7144	0.2248	7.2825	14.338	101.54	0.08492	1.6329	1.6581	12.597	0.104
97	2050	-0.08855	-54.982	-0.86412	14.611	82.82	0.33508	1.6622	1.3764	12.522	0.108
57	950	129.54	85.866	274.77	20.699	86.673	0.5213	2.4404	2.115	12.633	0.513
109	750	0.41873	-1.8767	0.48699	16.326	101.7	0.75201	1.8553	1.8869	12.484	0.0645
65	1100	390.24	244.92	810.12	21.586	69.724	1.0763	2.5777	1.7965	12.599	0.688
112	2300	-0.03758	-15.343	-0.03044	15.306	97.269	-0.01792	1.7383	1.6909	12.478	0.089
102	1400	43.592	34.519	124.85	18.445	102.51	0.92341	2.1212	2.1746	12.508	0.063
62	550	-0.83745	-20.478	0.08522	14.71	100.07	0.05991	1.6727	1.6738	12.609	0.1045
84	1150	638.07	387.89	1385.3	22.614	66.155	0.61025	2.7436	1.8148	12.547	0.711
116	1800	72.885	22.12	156.57	15.887	74.634	0.54632	1.804	1.3463	12.463	0.2
70	1950	52.079	12.245	101.54	18.085	76.714	0.1822	2.074	1.5908	12.586	0.157
53	1650	189.16	126.64	399.12	23.183	80.561	0.66584	2.8397	2.2877	12.65	0.5915
96	1950	5.0564	-56.216	15.233	15.456	72.526	0.43514	1.7553	1.2723	12.521	0.115
66	2200	0.18779	-23.923	0.31029	18.547	83.969	0.54169	2.1348	1.7926	12.607	0.1365
59	950	146.04	93.438	310.69	21.05	100.38	0.61581	2.4938	2.5035	12.625	0.158
40	1900	107.5	61.269	231.74	21.295	84.559	0.53335	2.5328	2.1377	12.689	0.129
82	450	0.05102	-22.721	-1.3035	10.201	99.388	0.05528	1.2437	1.2361	12.551	0.094
45	900	153.76	99.108	344.2	21.469	102.02	0.07381	2.5588	2.6105	12.665	0.166
90	500	-2.0072	-25.112	-0.00609	6.5448	99.786	0.10716	0.97044	0.96837	12.521	0.062
93	1550	638.28	418.81	1351.4	21.786	62.565	1.1421	2.6089	1.6319	12.532	0.897
41	1300	575.79	386.95	1271	24.07	71.509	1.823	2.9958	2.142	12.676	0.694
71	2050	-0.20381	-30.645	-0.45616	15.001	92.712	0.10809	1.7046	1.58	12.587	0.136
70	800	14.148	0.0083	40.798	13.122	102.48	0.11642	1.5089	1.5463	12.584	0.066
65	250	-0.00268	-16.576	-0.01217	12.394	99.335	0.07844	1.4384	1.4288	12.604	0.083
105	1200	591.76	367.27	1270.3	20.604	64.619	0.96788	2.4267	1.5677	12.488	0.725
60	2050	0.24401	-11.272	2.6758	20.171	86.258	0.27578	2.362	2.0374	12.625	0.1435
114	900	63.341	-1.1891	162.74	7.5074	100.51	0.04045	1.0369	1.0422	12.462	0.1165
35	1000	556.13	318.97	1206.2	22.355	57.474	0.43884	2.7014	1.5515	12.682	1.183
56	1500	813.82	540.74	1696.9	28.387	52.557	0.83261	3.8662	2.0313	12.642	0.927
78	1550	707.56	473.39	1512	23.535	59.731	1.3209	2.9009	1.7326	12.578	0.67
33	400	-0.00268	-28.629	-0.00609	12.531	88.856	0.15904	1.4514	1.2897	12.682	0.098
61	2000	20.886	-8.6669	46.192	20.384	83.145	0.52593	2.3935	1.9895	12.625	0.212
103	1200	266.52	154.32	596.72	19.684	80.113	1.7943	2.2919	1.8363	12.508	0.61
119	1250	264.8	166	563.46	18.445	93.805	1.156	2.1214	1.9899	12.456	0.48
81	1650	553.51	344.55	1177.6	22.829	60.786	0.92618	2.7799	1.6895	12.565	0.6735
63	1450	662.3	440.8	1414.2	23.48	64.284	1.4515	2.892	1.8583	12.611	1.036
79	1000	150.51	100	314.31	16.845	102.15	0.66306	1.9176	1.9589	12.561	0.1955
79	800	10.97	-9.0411	33.602	14.752	102.45	0.02841	1.6772	1.7182	12.563	0.107
84	1300	235.25	140.32	455.41	20.584	70.41	0.75108	2.4235	1.7062	12.539	0.542
97	1300	616.03	392.99	1307.1	22.247	61.362	1.1597	2.6841	1.6457	12.519	0.8605
83	0	-0.07517	-15.854	0	10.875	97.962	0.18962	1.3009	1.2744	12.55	0.059
56	2200	-0.39418	-36.339	-0.05473	18.336	81.073	0.20166	2.1071	1.7079	12.639	0.137
77	1150	715.56	438.65	1520.9	22.69	67.07	1.4895	2.7564	1.8474	12.565	0.883
119	2100	0.97423	-4.4757	0.3652	16.702	100.32	0.85855	1.9004	1.9063	12.457	0.1065
100	1250	172.58	107.18	352.31	18.495	77.294	0.12198	2.1281	1.6446	12.508	0.6445
33	1800	494.07	274.18	1038.8	24.58	48.831	1.0476	3.09	1.5073	12.715	0.583
81	200	-2.2681	-14.795	-1.0836	15.335	99.07	0.05435	1.7413	1.7251	12.563	0.0625
79	400	-0.00268	-15.691	0.01217	14.102	100.12	0.08214	1.6081	1.61	12.563	0.0705
103	200	-1.148	-1.0218	-0.01825	21.247	102.58	1.7341	2.5239	2.5889	12.514	0.0715
104	200	-0.41067	-25.166	0.5296	15.759	97.852	0.99752	1.7893	1.7509	12.497	0.0645
67	2350	0.29508	-11.271	-0.40153	19.399	101.29	0.17479	2.2515	2.2807	12.607	0.0705
116	300	-0.05907	-26.19	0.32883	11.111	97.666	0.0738	1.3219	1.2912	12.465	0.0975
55	1850	311.71	150.29	646.43	23.132	68.961	1.0281	2.8311	1.9523	12.636	0.366
44	1700	140.71	93.183	298.24	21.366	99.251	0.86967	2.5423	2.5233	12.677	0.1415
54	1250	842.13	557.29	1837.7	25.355	98.064	0.82612	3.2359	3.1729	12.648	0.9155
44	1850	104.09	64.381	219.64	20.88	97.912	0.79184	2.4676	2.4161	12.671	0.1215
32	2100	2.8878	-66.125	5.8377	17.159	71.488	0.62693	1.9563	1.3983	12.71	0.166
120	200	0.04295	-8.172	-0.06696	17.184	99.706	0.84002	1.9592	1.9534	12.463	0.093
109	800	0.53951	-1.2408	1.4001	16.197	101.6	0.30728	1.8402	1.8696	12.477	0.064
93	1900	36.152	-14.787	83.454	18.112	72.519	0.59265	2.0774	1.5062	12.534	0.1765
38	350	-0.0349	-53.032	-0.03045	11.087	87.691	0.22853	1.3194	1.157	12.67	0.0585
80	0	-1.0068	-14.4	-1.8145	11.781	99.303	0.09326	1.3814	1.3718	12.564	0.0665
59	0	0.14751	-6.261	-0.41971	20.117	100.73	0.48795	2.3542	2.3713	12.625	0.0675
84	1700	369.99	214.76	799.18	21.778	63.074	0.5352	2.6077	1.6445	12.553	0.587
85	1700	468.23	262.05	983.12	23.795	53.82	0.53521	2.9466	1.5856	12.551	0.5505
49	1250	452.14	282.55	973.33	23.185	94.024	0.55651	2.8402	2.6704	12.656	0.573
113	1050	353.93	197.49	782.12	18.196	86.964	0.16646	2.0897	1.8158	12.466	0.5825
52	50	-0.01609	-1.67	-0.36488	22.612	99.012	-0.01514	2.7431	2.716	12.658	0.081
116	1250	592.97	377.45	1250.3	18.585	65.905	1.4589	2.1405	1.4099	12.456	0.6125
92	1000	58.866	41.055	137.92	19.873	102.1	1.2486	2.3188	2.3675	12.534	0.078
86	1800	150.29	62.074	344.74	21.682	72.503	1.156	2.5932	1.8786	12.552	0.2955
74	1300	709.81	456.7	1492.6	23.314	57.311	0.85206	2.8632	1.6402	12.577	0.98
115	200	-0.01612	-3.942	0.63976	8.2856	100.32	0.06547	1.0933	1.0969	12.461	0.066
78	1200	252.79	154.79	556.48	20.744	73.129	1.0281	2.4472	1.7896	12.565	0.864
107	2100	-0.01074	-8.3538	-0.24958	14.89	94.899	0.05898	1.6922	1.6059	12.491	0.097
113	2250	-0.08858	-13.384	0.67569	13.559	98.993	0.06176	1.5524	1.5368	12.478	0.1045
105	150	-0.6125	-15.991	-0.0792	8.4469	99.497	0.09697	1.1051	1.0996	12.487	0.0515
80	650	-0.00268	-24.907	-1.4245	13.887	98.013	0.13681	1.5859	1.5544	12.558	0.0825
101	1200	608.96	355.85	1313.9	23.214	48.578	0.45738	2.8451	1.3819	12.506	0.9235
88	1950	8.0254	-22.64	15.932	18.113	80.14	0.29987	2.0777	1.6649	12.541	0.105
62	1850	63.336	39.062	133.01	18.818	102.01	0.58616	2.1714	2.2151	12.618	0.082
51	1100	244.5	170.04	516.31	23.3	100.69	0.21556	2.8602	2.8798	12.645	0.151
96	500	-0.1611	-12.665	-0.03045	13.064	94.746	0.47405	1.5032	1.4241	12.511	0.104
42	350	-0.4962	-0.99638	-1.618	20.739	101.32	0.39252	2.4463	2.4786	12.671	0.026
36	50	0.07247	-28.995	0.12175	11.274	92.687	0.14051	1.3362	1.2383	12.689	0.086
112	1050	335.85	203.49	729.89	19.705	84.428	0.18221	2.295	1.9372	12.471	0.5125
66	250	-1.3658	-17.086	-0.01217	18.852	74.492	0.71309	2.176	1.6209	12.601	0.1305
32	1300	980.87	630.38	2047.7	26.26	50.117	0.96047	3.4136	1.7103	12.708	1.391
69	250	-0.22804	-3.6608	0.6632	18.473	101.38	0.28875	2.125	2.1544	12.6	0.062
78	1100	586.99	359.3	1273.2	22.468	66.962	1.5896	2.7194	1.8209	12.565	0.5095
61	900	241.7	101.65	545.89	19.345	91.129	0.13217	2.2457	2.0431	12.614	0.514
55	2150	-0.50955	-24.078	-1.3016	16.962	95.459	-0.02811	1.932	1.8442	12.64	0.0895
43	350	-0.05095	-13.074	-1.3622	20.751	101.73	0.14237	2.4482	2.4905	12.67	0.05
94	2150	-0.47509	-25.649	-0.01217	11.798	95.129	0.11087	1.3831	1.3156	12.523	0.1005
102	2200	-0.86376	-0.23668	-0.06692	20.426	102.62	1.13	2.3995	2.4623	12.514	0.0785
81	300	-1.9299	-22.294	0.76093	15.046	99.131	0.03675	1.7093	1.6945	12.563	0.0615
104	850	15.651	-8.4659	52.655	15.799	95.15	0.45738	1.7939	1.7069	12.497	0.107
111	1200	456.14	276.26	992.51	21.331	75.632	0.33508	2.5402	1.9158	12.481	0.758
45	2300	-0.39417	-16.817	-0.82097	20.438	97.13	0.04972	2.4014	2.3325	12.671	0.0965
71	1350	711.72	455.25	1490.9	23.213	54.078	0.56115	2.8461	1.5367	12.585	0.953
77	1650	236.68	153.15	508.82	19.09	89.62	1.4015	2.2116	1.973	12.571	0.188
84	2200	-0.60392	-18.796	-0.19479	11.585	96.261	0.13218	1.3638	1.3128	12.549	0.0845
47	1650	568.86	380.76	1277.3	28.875	64.688	0.878	3.9775	2.572	12.667	0.7075
99	300	-0.45126	-21.515	0	9.381	99.858	0.09141	1.1772	1.1755	12.506	0.083
109	2250	-0.05099	-2.8967	0.61469	17.445	100.34	0.37955	1.9918	1.9986	12.49	0.078
112	400	-0.04297	-20.495	2.1193	11.241	100.02	0.01358	1.333	1.3333	12.472	0.0775
80	350	-0.15572	-17.427	0.17658	12.988	98.61	0.16645	1.4956	1.4748	12.557	0.0915
50	1250	241.82	152.66	526.85	21.809	95.984	1.1096	2.6123	2.5075	12.651	0.239
48	1650	180.95	116.69	404.52	22.044	101.16	0.3045	2.6501	2.6809	12.663	0.1415
51	1600	720.67	497.98	1552.2	29.377	75.337	0.81223	4.0946	3.0837	12.655	0.8835
94	300	-2.2499	-26.816	-0.01218	13.03	86.452	0.13588	1.4996	1.2964	12.525	0.1115
104	400	-0.45094	-27.161	0.39568	15.83	97.344	0.67788	1.7974	1.7497	12.497	0.068
107	450	-0.23634	-10.879	-0.11573	11.982	94.903	0.15534	1.3999	1.3285	12.479	0.067
41	900	136.7	79.328	286.06	21.059	89.902	0.90766	2.495	2.2429	12.678	0.558
90	1700	274.19	165.17	575.5	20.081	63.414	1.2996	2.3492	1.4893	12.534	0.517
74	650	-0.12347	-8.7708	-0.85224	15.48	95.424	0.22297	1.7576	1.6772	12.582	0.0925
46	1300	1012.2	661.95	2139.5	29.294	57.811	0.73162	4.0799	2.3523	12.674	1.2985
104	250	-0.56367	-25.647	0.71831	15.681	98.005	0.75015	1.7804	1.7449	12.504	0.0755
70	150	-0.02147	-8.1883	-0.59648	16.033	98.979	0.02655	1.821	1.8023	12.595	0.0805
84	600	-0.25787	-22.716	0	8.8192	99.935	0.10901	1.1333	1.1326	12.54	0.084
59	600	-0.02682	-3.8424	-2.2387	19.536	101.9	0.25169	2.2708	2.3138	12.627	0.068
100	0	-0.01879	-22.285	0.05479	12.999	95.994	0.07844	1.497	1.437	12.511	0.063
120	250	0.1181	-5.2076	0.07914	17.092	100.75	0.68159	1.9479	1.9625	12.463	0.0935
81	850	67.457	3.2389	163.5	12.594	100.98	0.02285	1.4581	1.4725	12.551	0.1825
45	850	74.519	30.438	175.56	20.844	102.11	-0.04849	2.4623	2.5143	12.665	0.2055
50	2050	0.35404	0.07983	6.089	19.823	101.73	0.94101	2.3116	2.3517	12.652	0.0425
110	1300	528.98	345.91	1114.2	21.245	87.582	0.93545	2.5241	2.2102	12.488	0.409
95	1500	511.41	336.15	1048.4	21.203	55.702	0.79184	2.5178	1.402	12.513	0.673
73	1100	126.23	72.799	261.76	19.851	100.58	0.37584	2.3157	2.329	12.58	0.3205
62	400	-0.01074	-8.8999	0.07914	13.953	100.22	0.0877	1.5932	1.5971	12.616	0.0855
35	50	-0.01878	-42.016	-0.0426	13.404	90.139	0.09882	1.537	1.3851	12.699	0.0805
116	350	-0.02685	-20.591	0.28624	10.069	97.917	0.09326	1.2329	1.2072	12.459	0.082
59	1450	600.55	395.7	1241.9	25.061	78.713	1.2644	3.1819	2.4998	12.63	0.6315
104	350	-0.61467	-24.805	0.54178	15.731	97.687	0.6436	1.7861	1.7447	12.497	0.067
68	900	338.69	166.14	679.09	21.758	99.762	0.47961	2.6048	2.598	12.6	0.582
56	1350	918.98	600.98	1925.9	27.379	55.332	0.85855	3.6467	2.0159	12.636	1.127
33	1600	837.81	538.46	1759.7	26.741	42.252	0.98362	3.5113	1.4833	12.707	1.1795
65	200	0	-16.589	-0.01826	12.675	98.629	0.0701	1.4653	1.4453	12.603	0.0875
83	600	-0.08059	-19.666	0	9.0038	99.765	0.12106	1.1475	1.1449	12.546	0.0945
48	250	-0.12875	-4.1217	-0.66305	20.707	98.75	-0.03182	2.4414	2.4109	12.665	0.063
101	1700	379.88	192.2	799.06	22.131	51.936	0.5769	2.6643	1.3835	12.506	0.42
99	1850	45.79	21.667	97.141	17.834	73.224	0.36473	2.0413	1.4947	12.514	0.153
94	1000	343.55	192.22	748.91	17.221	72.064	0.71217	1.9649	1.4153	12.516	0.596
98	2100	-0.06442	-22.777	-0.21914	11.761	94.903	0.15348	1.3798	1.3094	12.517	0.063
51	2150	-0.10187	-1.6937	-2.0792	22.595	97.114	0.10716	2.7404	2.6613	12.657	0.131
47	400	-0.03488	-12.546	0.30427	17.154	98.99	0.00895	1.9555	1.9358	12.66	0.0605
60	2250	-0.05901	-7.3836	0.13991	19.124	95.788	-0.02533	2.2133	2.1201	12.619	0.1255
110	1400	210.4	138.93	449.3	20.953	86.035	0.72605	2.4794	2.1323	12.487	0.558
89	2350	-0.46989	-27.168	-0.04872	9.3776	95.522	0.08214	1.177	1.1242	12.531	0.0475
117	850	7.5372	-8.2268	17.799	15.672	66.719	0.47776	1.7794	1.1871	12.458	0.28
54	1850	365.7	193.5	760.62	23.455	71.034	0.90951	2.8868	2.0505	12.65	0.3155
87	50	-1.0146	-15.292	-0.42003	15.158	100.1	0.10345	1.7217	1.7236	12.549	0.067
84	1050	346.16	228.83	743.56	18.467	84.531	0.1294	2.1263	1.7941	12.544	0.7665
111	350	-0.01074	-23.996	-1.2724	14.074	100.52	0.00617	1.6053	1.6138	12.478	0.076
63	900	156.15	77.401	352.22	15.996	102.69	-0.02348	1.8185	1.8675	12.603	0.241
88	200	-0.17714	-20.522	0.12783	15.36	99.541	0.17757	1.7442	1.7362	12.548	0.082
41	1550	288.82	187.86	638.49	23.008	75.458	1.5238	2.8105	2.1197	12.689	0.531
86	1250	792.5	511.34	1635.1	25.076	55.792	0.86132	3.1818	1.7745	12.545	0.914
117	100	-0.051	-21.344	0.34701	15.146	83.236	0.51945	1.7203	1.4317	12.465	0.087
119	1100	232.4	147.69	490.65	17.804	100.02	0.60005	2.0381	2.0383	12.464	0.3085
53	1050	212.16	132.37	439.61	23.053	85.702	0.64082	2.8176	2.4147	12.644	0.342
75	1650	354.1	222.34	762.69	22.003	62.431	1.3339	2.6453	1.6494	12.578	0.5925
61	500	-0.47494	-16.929	-0.28601	16.722	99.309	0.15534	1.9027	1.8896	12.621	0.0935
41	1500	465.77	308.88	1014.9	23.835	71.975	1.433	2.9536	2.1257	12.682	0.624
47	850	122.18	63.594	300.09	19.47	99.332	0.03952	2.2622	2.2466	12.66	0.326
38	200	-0.04296	-66.797	-0.32878	12.664	79.541	0.43236	1.4642	1.1646	12.67	0.0875
73	350	-0.5583	-16.358	-0.98616	14.923	98.875	0.04879	1.6959	1.6768	12.582	0.0685
110	1800	66.907	10.868	163.73	19.285	87.995	0.33601	2.2357	1.9671	12.487	0.138
110	350	0.00268	-8.0414	0.1278	17.96	100.15	0.11179	2.0577	2.0607	12.489	0.0815
46	1700	631.85	407.09	1374.3	28.777	59.163	0.91692	3.9541	2.3393	12.674	0.8425
49	1100	425.95	269.59	895.96	22.383	99.693	0.25077	2.7056	2.6972	12.651	0.469
45	1150	697.26	460.38	1514.8	24.782	99.45	0.38696	3.1278	3.1106	12.669	1.0695
48	1350	221.18	146.4	491.23	21.542	101.42	0.52038	2.57	2.6066	12.664	0.1075
70	1750	331.08	206.66	665.27	20.517	66.201	0.76497	2.4141	1.5966	12.592	0.4495
69	1750	79.506	50.51	165.31	17.427	98.183	0.9688	1.9899	1.9535	12.594	0.063
43	300	-0.05631	-11.701	-0.50475	21.143	101.79	0.37028	2.508	2.5528	12.671	0.026
72	550	-0.00537	-21.606	0	9.1421	99.379	0.13495	1.1583	1.1511	12.572	0.055
63	0	-0.93645	-12.065	-1.5092	15.634	102.34	-0.01514	1.775	1.8165	12.614	0.053
55	2350	-0.13953	-16.018	-0.32861	14.978	98.499	0.09233	1.7018	1.6762	12.634	0.108
101	1750	290.76	120.04	603.26	21.661	54.362	0.40735	2.589	1.4072	12.513	0.2905
113	2100	-0.03221	-6.1901	-0.13392	14.155	98.253	-0.00032	1.6137	1.5855	12.477	0.084
45	50	-0.32719	-1.1754	-0.03649	20.686	101.59	0.26188	2.4383	2.477	12.671	0.058
32	350	-0.63074	-19.582	0.06696	15.654	95.905	0.25077	1.7774	1.7046	12.694	0.127
62	2050	1.3787	-20.329	2.5124	17.515	101.74	0.44997	2.0008	2.0355	12.613	0.1055
35	1950	184.88	18.851	367.36	22.886	50.602	0.53613	2.7901	1.4101	12.715	0.3235
115	1800	42.844	21.08	89.677	16.789	74.91	0.47591	1.911	1.4315	12.463	0.245
43	1900	175.88	99.496	384.13	23.56	81.33	0.72606	2.9054	2.3622	12.682	0.2565
72	300	-0.02417	-22.315	0	9.4611	98.928	0.03211	1.1835	1.1708	12.578	0.1105
95	750	-0.18258	-13.786	0.00609	13.817	88.501	0.32859	1.5786	1.397	12.511	0.131
110	850	14.753	2.1066	36.502	17.406	100.21	-0.04479	1.987	1.9912	12.482	0.085
36	750	34.684	10.423	76.423	9.8152	98.94	0.02099	1.213	1.2003	12.664	0.101
32	1150	829.37	514.36	1748.7	24.221	57.29	0.93082	3.0242	1.7304	12.702	1.3265
112	1950	-0.00269	-24.397	1.8435	16.58	93.674	0.02655	1.886	1.7666	12.475	0.095
41	2200	0.0912	-1.5505	-0.06691	19.438	100.32	1.2208	2.257	2.2643	12.678	0.026
66	550	-0.33272	-20.711	-1.2475	17.619	85.028	0.59079	2.0139	1.7124	12.6	0.1465
78	800	14.927	-25.15	40.821	17.533	85.654	0.79648	2.0029	1.7156	12.568	0.248
114	1100	434.38	246.25	935.67	17.432	73.568	0.44997	1.9906	1.4638	12.465	0.647
78	1400	800.28	533.52	1717	23.482	60.578	1.4571	2.8917	1.7516	12.572	0.91
38	700	5.1773	-34.814	7.3507	10.257	91.357	0.13495	1.2484	1.1405	12.657	0.1145
94	900	98.231	34.33	232.85	12.393	91.771	0.08863	1.4386	1.32	12.519	0.4115
88	100	-0.16636	-20.137	-0.2069	16.184	99.884	0.49721	1.8386	1.8365	12.548	0.0995
55	1900	194.99	74.128	405.07	22.548	71.202	0.85762	2.733	1.9455	12.644	0.2455
120	1050	100.14	53.723	216.65	18.471	85.746	1.0244	2.1248	1.8219	12.463	0.451
68	2200	-0.23871	-7.191	0	19.516	101.2	0.05713	2.268	2.2953	12.606	0.068
82	550	-0.21755	-21.7	-0.2741	9.7692	99.819	0.07751	1.2083	1.2061	12.551	0.097
82	900	203.13	42.028	432.78	14.001	102.12	0.03767	1.6009	1.6349	12.551	0.1905
59	2350	-0.62493	-7.7928	0.34672	20.574	99.779	0.78999	2.4215	2.4162	12.626	0.0725
88	1650	203.24	119.77	431.74	20.984	72.307	0.64546	2.4835	1.7956	12.546	0.5275
85	1000	337.72	188.31	755.45	17.53	86.813	0.08492	2.0091	1.7323	12.536	0.6125
71	2000	5.8801	-44.169	19.398	16.392	87.687	0.04508	1.8639	1.6333	12.592	0.1175
116	550	-0.00806	-11.188	1.0356	10.082	100.41	0.03304	1.234	1.2391	12.459	0.0815
82	1550	401.22	259.24	809.48	22.498	62.672	0.6084	2.7255	1.707	12.558	0.869
41	700	0.23337	-3.8081	3.4614	19.704	98.516	0.29246	2.2946	2.2606	12.679	0.057
46	2100	-0.09918	-17.03	-0.88759	21.195	95.92	0.10438	2.5158	2.4132	12.663	0.129
53	300	-0.06705	-8.7606	-2.0682	20.557	99.014	0.12847	2.419	2.3951	12.646	0.066
95	2100	-0.09661	-26.784	0.03042	14.442	89.851	0.14978	1.644	1.4769	12.523	0.062
71	1000	334.17	190.92	720.77	17.815	82.253	0.07288	2.0399	1.6765	12.575	0.6395
79	1750	191.34	119.41	389.23	20.048	67.128	0.89098	2.3441	1.5735	12.566	0.4995
120	500	0.10736	-7.2195	0.06696	17.505	97.794	0.7974	1.9995	1.9553	12.457	0.121
79	250	-0.00268	-5.3537	0.00609	15.495	100.62	0.18406	1.7594	1.7702	12.57	0.074
97	1450	570.42	371.14	1196	22.143	59.542	0.93823	2.6677	1.5862	12.519	0.769
87	350	-0.39994	-3.2121	-0.63309	15.543	100.94	0.06176	1.7647	1.7812	12.544	0.0745
72	900	232.4	73.66	521.52	13.428	101.51	-0.00495	1.5426	1.5655	12.565	0.286
38	800	103.1	27.815	222.98	11.676	90.561	0.09234	1.3737	1.242	12.664	0.3775
53	700	0.42114	-3.2106	0.50492	20.492	99.49	0.1294	2.4093	2.397	12.646	0.067
118	1350	482.39	305.37	1017.5	20.155	66.974	1.2227	2.3601	1.5806	12.455	0.732
33	1250	921.65	585.03	1951.9	25.547	46.854	0.90858	3.2726	1.5325	12.707	1.377
75	1700	322.21	184.95	687.97	21.56	63.825	1.1523	2.5732	1.6419	12.571	0.5805
36	100	-0.50732	-24.431	-0.03652	10.533	93.446	0.1016	1.2717	1.1883	12.689	0.119
103	100	-0.48014	-0.56893	0.13992	21.451	102.62	1.9787	2.5557	2.6226	12.507	0.0765
64	2150	-0.69206	-17.334	-0.05476	17.196	95.275	0.05528	1.9607	1.8681	12.613	0.123
85	0	-0.10472	-15.646	-0.00609	9.9565	97.995	0.16831	1.2235	1.199	12.544	0.0615
58	400	-0.16899	-15.48	-2.2935	19.347	95.799	0.09141	2.2443	2.15	12.626	0.0595
60	1450	286.56	187.01	622.78	22.681	75.013	1.0587	2.7552	2.0661	12.63	0.7695
86	2000	0.40221	-49.835	0.77824	18.116	87.709	0.47591	2.0784	1.822	12.547	0.1335
109	900	6.8526	4.6575	21.86	16.267	101.77	0.68159	1.8483	1.8811	12.477	0.068
104	2300	-0.57194	-22.5	-0.0731	9.2932	96.939	0.13218	1.1702	1.1344	12.492	0.1055
66	2050	0.09118	-12.798	0.41967	18.664	79.959	0.62414	2.1507	1.7192	12.606	0.138
112	2350	-0.01074	-19.536	0.02435	14.435	97.407	0.06454	1.6433	1.6008	12.471	0.0825
46	1350	980.4	647.13	2085.7	29.858	55.585	0.79369	4.2089	2.3393	12.674	1.2905
89	2050	-0.31127	-60.962	-0.69982	12.836	80.785	0.26652	1.4808	1.1962	12.542	0.0895
34	100	-0.00537	-62.076	0.03044	14.077	85.537	0.25355	1.6056	1.3732	12.694	0.086
78	700	-0.25759	-23.687	-0.68156	17.439	87.62	0.626	1.9911	1.7445	12.568	0.0755
98	200	-0.17451	-22.238	-0.06088	9.2849	95.565	0.11087	1.1696	1.1178	12.512	0.0595
102	600	-0.05368	-11.555	0.01824	18.268	77.075	0.55095	2.0979	1.617	12.502	0.138
98	150	-0.02953	-26.535	-0.1583	10.033	94.714	0.09048	1.2299	1.1649	12.511	0.0855
72	600	-0.00269	-23.617	0	8.9956	99.38	0.0877	1.1469	1.1398	12.572	0.0605
40	1600	628.71	413.16	1326	25.502	63.63	1.2282	3.2645	2.0756	12.689	0.855
81	2350	-1.2052	-17.185	-0.37134	11.978	97.583	0.0562	1.3995	1.3657	12.557	0.0625
110	50	-0.05099	-6.9858	1.1198	17.882	99.812	0.43329	2.0476	2.0437	12.489	0.08
91	1300	49.557	35.283	123.01	16.627	100.5	1.206	1.8912	1.9008	12.522	0.0625
49	1300	551.01	353.8	1187.1	24.13	90.871	0.54261	3.007	2.7313	12.649	0.4825
45	0	-0.46933	-1.1203	-0.444	20.696	101.31	0.2693	2.4399	2.4718	12.671	0.0625
35	1750	596.8	353.4	1251.7	27.289	40.672	0.83631	3.626	1.4743	12.713	0.8535
90	300	-0.10208	-20.544	0.12185	7.1579	98.896	0.15626	1.0122	1.001	12.527	0.0745
89	1350	496.64	322.16	1023.4	21.47	56.073	0.59635	2.562	1.4341	12.539	0.836
66	950	203.73	128.49	438.89	20.174	74.289	1.2329	2.3628	1.7548	12.6	0.564
105	1450	290.37	181.62	581.95	19.888	68.282	0.39715	2.3211	1.5849	12.494	0.5965
63	1150	282.63	172.78	596.35	20.223	98.441	0.99845	2.3702	2.3331	12.611	0.819
76	200	-0.07783	-52.009	-0.08521	16.478	78.093	0.36195	1.8734	1.463	12.575	0.088
85	2300	-0.21475	-16.213	-0.21308	10.989	97.534	0.19425	1.3108	1.2785	12.543	0.063
81	2250	-1.2213	-16.779	-0.09739	12.696	97.13	0.12476	1.4672	1.4251	12.563	0.117
